日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
2025-07-01,L269066,C 類,待處理,OP-143,已回報,研發,東昇,167,5.68
2025-06-20,L260636,B 類,已結案,OP-144,,製造,永利,79,66.83
2025-07-27,L268038,A 類,待處理,OP-136,,研發,捷欣,91,46.59
2025-07-26,L261097,B 類,待處理,OP-101,,營運,永利,216,67.77
2025-06-09,L261022,A 類,已結案,OP-113,已回報,資材,力鋼,73,33.23
2025-07-04,L260242,C 類,待處理,OP-115,待確認,製造,永利,164,68.35
2025-06-20,L260366,A 類,待處理,OP-135,,研發,大宏,126,25.48
2025-06-03,L268468,B 類,合格,OP-109,,品保,力鋼,83,51.8
2025-07-30,L263648,其他,已結案,OP-129,,品保,永利,196,7.43
2025-06-25,L268950,A 類,已結案,OP-105,已回報,製造,東昇,131,48.06
2025-07-06,L263982,C 類,不合格,OP-135,,品保,永利,203,90.36
2025-07-05,L264553,C 類,合格,OP-114,,資材,力鋼,19,90.75
2025-06-27,L263982,C 類,合格,OP-131,已回報,製造,捷欣,110,1.71
2025-07-15,L260783,A 類,已結案,OP-145,,資材,力鋼,177,20.72
2025-06-26,L269355,其他,合格,OP-133,已回報,研發,力鋼,224,74.69
2025-07-01,L269521,其他,已結案,OP-139,已回報,營運,東昇,237,91.28
2025-06-23,L265599,A 類,待處理,OP-119,已回報,品保,東昇,182,22.52
2025-06-11,L265374,A 類,待處理,OP-124,已回報,資材,順發,38,92.25
2025-06-14,L261047,B 類,待處理,OP-118,,製造,力鋼,120,87.15
2025-06-14,L263587,B 類,不合格,OP-112,,資材,大宏,69,90.59
2025-07-27,L269722,B 類,合格,OP-144,已回報,營運,東昇,108,64.61
2025-06-18,L265133,C 類,不合格,OP-108,,資材,順發,143,24.38
2025-07-06,L261178,C 類,待處理,OP-148,,製造,捷欣,20,80.17
2025-07-07,L263591,其他,已結案,OP-104,,資材,力鋼,115,34.64
2025-07-26,L264178,其他,待處理,OP-142,待確認,營運,捷欣,89,14.18
2025-06-28,L267799,A 類,合格,OP-106,,製造,永利,20,46.81
2025-06-09,L261091,A 類,待處理,OP-101,,研發,東昇,97,47.42
2025-06-03,L269065,A 類,已結案,OP-134,,營運,順發,143,8.25
2025-06-02,L264332,B 類,合格,OP-104,已回報,品保,力鋼,164,64.85
2025-07-12,L268947,B 類,合格,OP-148,,營運,順發,31,50.27
2025-06-20,L266077,A 類,不合格,OP-136,已回報,營運,順發,75,37.83
2025-06-29,L260086,A 類,已結案,OP-123,,營運,力鋼,142,71.66
2025-07-23,L262939,B 類,已結案,OP-147,,資材,力鋼,6,37.45
2025-07-20,L264247,B 類,合格,OP-113,待確認,資材,順發,82,74.95
2025-06-01,L269969,B 類,合格,OP-142,,研發,力鋼,83,8.54
2025-07-17,L266291,其他,合格,OP-120,,製造,力鋼,194,38.24
2025-06-02,L263263,C 類,合格,OP-105,已回報,品保,捷欣,101,33.24
2025-06-05,L260617,其他,待處理,OP-140,,營運,順發,74,57.04
2025-07-07,L267530,A 類,不合格,OP-112,已回報,製造,力鋼,109,50.02
2025-07-08,L265673,A 類,已結案,OP-142,已回報,品保,東昇,195,74.76
2025-06-29,L265187,A 類,合格,OP-113,,品保,捷欣,236,90.54
2025-07-10,L264942,其他,合格,OP-106,,研發,永利,176,70.57
2025-06-05,L264064,C 類,合格,OP-102,,營運,東昇,42,64.65
2025-06-08,L268676,A 類,合格,OP-137,待確認,研發,力鋼,156,41.82
2025-06-05,L263468,A 類,合格,OP-138,,品保,永利,32,67.25
2025-06-13,L262988,其他,不合格,OP-116,已回報,研發,東昇,202,89.56
2025-07-07,L260845,C 類,已結案,OP-130,,營運,大宏,76,18.81
2025-06-20,L262274,C 類,待處理,OP-138,待確認,研發,順發,150,10.83
2025-06-08,L260360,A 類,合格,OP-125,,製造,大宏,238,94.61
2025-07-26,L263213,A 類,已結案,OP-128,待確認,營運,力鋼,209,51.01
2025-07-08,L266867,A 類,合格,OP-102,,資材,東昇,56,89.68
2025-06-18,L266655,A 類,合格,OP-145,已回報,營運,順發,118,56.33
2025-07-16,L263533,B 類,合格,OP-143,,製造,力鋼,220,18.92
2025-06-04,L269661,C 類,不合格,OP-116,,營運,順發,214,76.89
2025-07-11,L264490,B 類,待處理,OP-128,,資材,大宏,173,13.66
2025-07-13,L268916,C 類,待處理,OP-137,待確認,研發,力鋼,36,58.89
2025-06-10,L263427,A 類,已結案,OP-122,,研發,大宏,63,6.71
2025-07-16,L267577,A 類,已結案,OP-137,,品保,力鋼,197,55.84
2025-07-07,L265850,其他,不合格,OP-134,已回報,資材,力鋼,44,51.42
2025-07-13,L268913,C 類,不合格,OP-148,,資材,東昇,73,41.25
2025-07-30,L262263,B 類,不合格,OP-113,待確認,研發,大宏,163,34.37
2025-07-24,L260877,C 類,已結案,OP-110,待確認,營運,大宏,233,86.28
2025-06-05,L267166,A 類,合格,OP-133,已回報,營運,東昇,48,61.25
2025-06-24,L267745,B 類,合格,OP-146,已回報,資材,東昇,40,71.47
2025-07-23,L268861,C 類,合格,OP-130,,營運,力鋼,238,23.1
2025-06-09,L265072,A 類,不合格,OP-119,待確認,品保,順發,69,4.31
2025-07-23,L260276,其他,合格,OP-137,待確認,研發,永利,152,25.47
2025-06-22,L267713,C 類,已結案,OP-105,,品保,順發,201,55.64
2025-06-02,L267969,A 類,已結案,OP-146,,製造,捷欣,194,10.55
2025-07-26,L268415,A 類,合格,OP-120,,製造,大宏,55,25.27
2025-07-27,L268821,B 類,待處理,OP-137,,研發,大宏,196,82.29
2025-07-14,L262219,A 類,不合格,OP-144,已回報,資材,大宏,217,19.9
2025-07-30,L268957,A 類,待處理,OP-128,,營運,大宏,68,5.03
2025-07-24,L269349,B 類,待處理,OP-143,,品保,順發,88,23.85
2025-07-07,L269448,C 類,待處理,OP-135,已回報,營運,大宏,15,41.64
2025-07-24,L260592,C 類,不合格,OP-131,,研發,永利,239,76.62
2025-06-29,L266896,C 類,已結案,OP-119,待確認,資材,力鋼,206,47.65
2025-06-03,L268954,B 類,不合格,OP-131,,製造,力鋼,124,40.89
2025-06-09,L261435,其他,已結案,OP-127,待確認,營運,順發,188,11.14
2025-06-15,L260917,C 類,不合格,OP-121,已回報,研發,大宏,138,60.59
2025-06-22,L265487,A 類,不合格,OP-106,,品保,力鋼,205,42.85
2025-06-20,L261111,C 類,不合格,OP-126,,資材,順發,135,5.63
2025-06-25,L268632,A 類,待處理,OP-145,,研發,東昇,133,54.69
2025-07-05,L269083,B 類,不合格,OP-116,,營運,東昇,199,11.22
2025-06-18,L267338,C 類,不合格,OP-104,已回報,品保,順發,2,23.84
2025-07-04,L263823,C 類,不合格,OP-144,,研發,力鋼,178,9.72
2025-07-13,L268523,B 類,合格,OP-130,,資材,東昇,179,77.45
2025-06-06,L264856,B 類,不合格,OP-114,待確認,研發,捷欣,94,17.17
2025-07-16,L268385,其他,不合格,OP-107,待確認,營運,永利,174,28.47
2025-07-19,L262556,B 類,不合格,OP-117,,營運,順發,44,14.8
2025-07-23,L267448,A 類,待處理,OP-112,,製造,東昇,96,11.5
2025-07-30,L262297,B 類,合格,OP-136,已回報,製造,東昇,9,7.62
2025-07-14,L267698,A 類,待處理,OP-109,,研發,捷欣,7,56.2
2025-06-14,L263253,其他,已結案,OP-131,,製造,捷欣,7,25.95
2025-06-24,L264239,B 類,已結案,OP-130,,品保,順發,59,90.12
2025-06-13,L268716,其他,合格,OP-144,,營運,力鋼,138,94.5
2025-06-26,L262887,C 類,已結案,OP-138,已回報,製造,力鋼,94,56.68
2025-06-21,L263843,B 類,待處理,OP-146,,營運,力鋼,90,53.29
2025-07-02,L269022,C 類,已結案,OP-143,,營運,永利,134,51.96
2025-06-10,L260584,A 類,合格,OP-121,,品保,順發,4,25.27
2025-06-10,L260634,B 類,不合格,OP-147,,營運,永利,238,74.03
2025-06-16,L269638,A 類,已結案,OP-136,,製造,大宏,63,96.67
2025-06-24,L266213,A 類,已結案,OP-118,已回報,營運,東昇,32,96.92
2025-06-26,L263632,B 類,不合格,OP-141,,研發,大宏,227,0.87
2025-07-06,L261637,A 類,已結案,OP-122,待確認,資材,捷欣,31,85.56
2025-07-17,L265778,C 類,合格,OP-128,,資材,大宏,6,24.49
2025-06-17,L269879,A 類,待處理,OP-114,待確認,製造,順發,226,55.8
2025-06-15,L261381,C 類,已結案,OP-129,,研發,順發,205,87.62
2025-07-01,L260922,其他,不合格,OP-132,已回報,研發,東昇,220,7.3
2025-07-25,L262063,其他,不合格,OP-142,,品保,順發,138,22.25
2025-06-07,L265890,C 類,待處理,OP-118,,營運,東昇,48,48.23
2025-07-04,L267479,B 類,待處理,OP-123,已回報,研發,捷欣,129,6.84
2025-06-16,L262881,C 類,不合格,OP-108,,營運,永利,124,79.93
2025-07-13,L264817,B 類,不合格,OP-141,,資材,順發,215,55.71
2025-07-08,L268196,B 類,不合格,OP-120,,製造,捷欣,172,65.15
2025-06-22,L267833,B 類,合格,OP-105,已回報,研發,永利,44,50.21
2025-07-22,L262423,A 類,待處理,OP-105,待確認,製造,捷欣,145,67.4
2025-06-20,L260376,其他,不合格,OP-132,,品保,順發,115,37.36
2025-06-11,L264523,其他,合格,OP-143,待確認,營運,力鋼,115,23.27
2025-07-13,L266511,C 類,不合格,OP-116,已回報,研發,東昇,85,70.63
2025-06-25,L268236,其他,合格,OP-107,,製造,捷欣,141,13.67
2025-07-24,L262287,A 類,已結案,OP-143,,研發,捷欣,80,28.97
2025-07-06,L262070,B 類,待處理,OP-121,,營運,大宏,29,13.74
2025-07-17,L262658,C 類,合格,OP-121,,製造,順發,208,62.59
2025-07-13,L268444,其他,不合格,OP-128,已回報,營運,順發,146,33.94
2025-06-18,L263238,B 類,已結案,OP-126,已回報,品保,大宏,1,7.3
2025-06-07,L264599,A 類,合格,OP-125,,資材,永利,57,90.93
2025-07-02,L260876,C 類,不合格,OP-143,,品保,永利,54,59.96
2025-07-20,L267284,A 類,不合格,OP-135,,製造,捷欣,139,93.99
2025-06-05,L266864,C 類,待處理,OP-137,,製造,捷欣,35,69.5
2025-07-21,L267910,其他,待處理,OP-131,已回報,研發,捷欣,219,86.67
2025-07-07,L262454,B 類,已結案,OP-103,,營運,力鋼,106,47.49
2025-06-01,L269990,B 類,不合格,OP-134,,製造,永利,197,30.44
2025-07-27,L261758,A 類,不合格,OP-113,,營運,捷欣,20,64.82
2025-07-03,L267919,C 類,合格,OP-105,,研發,順發,189,47.31
2025-07-22,L269376,B 類,合格,OP-141,,品保,東昇,212,89.63
2025-07-13,L268372,A 類,待處理,OP-126,已回報,營運,順發,130,50.12
2025-07-16,L260764,B 類,不合格,OP-105,已回報,製造,力鋼,115,97.05
2025-06-13,L269068,C 類,待處理,OP-102,待確認,製造,永利,175,47.87
2025-07-23,L262775,C 類,已結案,OP-101,已回報,營運,大宏,128,36.36
2025-06-29,L269470,C 類,合格,OP-145,,資材,東昇,24,81.33
2025-06-17,L268723,B 類,待處理,OP-116,,製造,順發,47,4.1
2025-06-19,L264216,B 類,不合格,OP-145,,資材,永利,31,11.11
2025-07-28,L267757,A 類,合格,OP-121,已回報,研發,力鋼,130,65.42
2025-06-15,L263165,其他,合格,OP-121,已回報,製造,力鋼,120,97.49
2025-07-04,L260132,C 類,不合格,OP-142,,營運,力鋼,199,44.19
2025-06-09,L260065,A 類,待處理,OP-147,,資材,大宏,23,84.6
2025-07-02,L268382,B 類,待處理,OP-139,待確認,營運,東昇,101,91.33
2025-06-07,L269317,其他,不合格,OP-124,,研發,大宏,211,41.26
2025-06-13,L264121,B 類,合格,OP-137,已回報,研發,東昇,195,26.51
2025-06-09,L266887,B 類,已結案,OP-137,,研發,力鋼,8,45.98
2025-07-03,L265590,C 類,不合格,OP-117,,品保,東昇,67,11.85
2025-07-18,L266322,其他,已結案,OP-135,,製造,永利,167,4.25
2025-06-20,L267111,C 類,已結案,OP-121,待確認,營運,捷欣,11,35.21
2025-06-07,L269338,A 類,合格,OP-132,,研發,捷欣,17,93.86
2025-06-17,L261458,其他,合格,OP-123,已回報,研發,永利,61,42.74
2025-07-20,L263876,C 類,待處理,OP-113,待確認,品保,大宏,217,8.47
2025-07-21,L265326,B 類,合格,OP-148,,資材,捷欣,1,59.76
2025-06-03,L260858,A 類,不合格,OP-117,,研發,順發,202,43.62
2025-07-07,L269650,C 類,待處理,OP-147,,資材,力鋼,95,12.52
2025-06-28,L261879,其他,已結案,OP-130,,品保,力鋼,148,47.88
2025-07-17,L261630,B 類,已結案,OP-139,已回報,營運,順發,26,51.8
2025-06-18,L263657,A 類,已結案,OP-117,,製造,力鋼,215,22.54
2025-06-16,L260161,其他,不合格,OP-147,,營運,大宏,26,56.84
2025-07-09,L261774,C 類,待處理,OP-128,,研發,永利,222,86.33
2025-07-15,L266270,A 類,合格,OP-141,,製造,東昇,170,68.54
2025-06-23,L268546,其他,已結案,OP-118,待確認,製造,順發,231,44.52
2025-07-10,L269698,A 類,不合格,OP-105,,營運,捷欣,163,89.18
2025-07-27,L263929,A 類,不合格,OP-147,已回報,製造,力鋼,101,22.19
2025-06-17,L268771,C 類,待處理,OP-145,,品保,東昇,237,88.72
2025-06-15,L263914,C 類,已結案,OP-123,已回報,研發,捷欣,183,14.62
2025-06-15,L269164,其他,已結案,OP-101,,製造,力鋼,89,2.65
2025-07-08,L269776,B 類,合格,OP-124,,資材,大宏,196,26.61
2025-07-21,L267114,B 類,合格,OP-146,,品保,永利,207,3.71
2025-07-12,L263154,B 類,已結案,OP-101,,品保,大宏,121,44.8
2025-06-12,L269645,其他,待處理,OP-138,,品保,力鋼,49,69.77
2025-07-14,L260027,A 類,待處理,OP-106,,製造,捷欣,132,43.27
2025-06-05,L265537,B 類,不合格,OP-124,,品保,永利,212,91.39
2025-07-10,L260190,C 類,不合格,OP-113,已回報,研發,東昇,35,83.89
2025-07-11,L265832,C 類,已結案,OP-115,,研發,大宏,3,63.8
2025-07-21,L267494,A 類,合格,OP-110,,資材,力鋼,104,86.87
2025-07-04,L263269,B 類,已結案,OP-132,待確認,營運,東昇,194,37.42
2025-06-21,L262363,B 類,合格,OP-148,待確認,製造,東昇,4,85.31
2025-06-27,L261461,B 類,已結案,OP-123,已回報,研發,順發,204,74.38
2025-07-05,L262769,A 類,合格,OP-139,,製造,力鋼,69,15.05
2025-07-04,L266817,B 類,待處理,OP-138,待確認,研發,捷欣,167,20.42
2025-07-14,L269032,其他,已結案,OP-126,,研發,力鋼,99,3.99
2025-07-15,L266393,C 類,已結案,OP-134,,營運,永利,194,22.05
2025-06-17,L264520,C 類,合格,OP-131,,製造,永利,90,39.25
2025-06-08,L266452,其他,合格,OP-137,,研發,東昇,44,13.51
2025-07-23,L268087,B 類,不合格,OP-114,,品保,力鋼,116,38.49
2025-06-14,L263728,A 類,待處理,OP-143,,營運,捷欣,21,95.33
2025-07-24,L269651,C 類,已結案,OP-107,,製造,大宏,26,14.17
2025-07-26,L265659,其他,合格,OP-101,,資材,大宏,29,59.63
2025-07-16,L266151,C 類,已結案,OP-130,,營運,順發,93,1.08
2025-07-12,L264690,其他,已結案,OP-131,,製造,捷欣,154,6.2
2025-06-22,L268980,C 類,合格,OP-138,待確認,品保,捷欣,205,77.96
2025-06-24,L266591,C 類,合格,OP-117,,研發,力鋼,46,46.97
2025-06-13,L267431,A 類,不合格,OP-121,待確認,營運,大宏,50,77.2
2025-06-18,L260966,B 類,已結案,OP-119,,資材,捷欣,159,73.38
2025-07-28,L267512,C 類,待處理,OP-114,,研發,順發,120,21.4
2025-07-24,L264388,其他,合格,OP-120,,研發,捷欣,116,29.68
2025-06-19,L269085,B 類,待處理,OP-106,,營運,永利,45,47.65
2025-06-17,L260936,B 類,已結案,OP-135,待確認,品保,捷欣,99,61.02
2025-06-24,L267864,C 類,待處理,OP-144,,資材,力鋼,89,87.9
2025-07-25,L265098,A 類,已結案,OP-141,已回報,研發,力鋼,98,38.02
2025-07-12,L261571,C 類,待處理,OP-114,待確認,品保,順發,47,42.88
2025-06-28,L262956,C 類,已結案,OP-116,,資材,順發,48,67.83
2025-06-15,L264547,其他,已結案,OP-137,,資材,東昇,160,55.35
2025-06-18,L269920,其他,已結案,OP-117,,資材,力鋼,169,67.33
2025-06-16,L266915,A 類,已結案,OP-143,待確認,研發,永利,61,23.01
2025-07-15,L264372,B 類,待處理,OP-116,,製造,力鋼,223,11.08
2025-07-02,L267266,A 類,已結案,OP-112,,研發,永利,94,3.09
2025-07-09,L266319,A 類,已結案,OP-117,,研發,順發,10,90.89
2025-06-10,L269248,C 類,合格,OP-122,已回報,營運,力鋼,115,43.23
2025-06-18,L263016,A 類,合格,OP-104,已回報,資材,大宏,181,60.52
2025-07-30,L260839,B 類,已結案,OP-134,待確認,營運,順發,98,55.24
2025-07-30,L264872,A 類,已結案,OP-120,,研發,東昇,136,20.6
2025-07-10,L267131,A 類,不合格,OP-115,,營運,永利,66,44.98
2025-07-07,L263357,其他,待處理,OP-148,已回報,營運,力鋼,188,66.72
2025-07-11,L262549,A 類,待處理,OP-130,,製造,永利,17,16.38
2025-06-28,L263765,C 類,待處理,OP-104,,營運,力鋼,99,19.49
2025-07-12,L263267,C 類,已結案,OP-126,待確認,製造,東昇,98,81.08
2025-06-28,L260495,C 類,不合格,OP-143,待確認,資材,大宏,61,16.25
2025-07-25,L266318,C 類,待處理,OP-127,已回報,研發,永利,171,64.35
2025-07-19,L262520,其他,不合格,OP-106,,研發,東昇,167,57.32
2025-07-30,L267221,A 類,合格,OP-133,,營運,永利,26,67.37
2025-06-26,L265297,C 類,合格,OP-123,待確認,品保,力鋼,202,24.86
2025-07-07,L266930,A 類,合格,OP-121,,營運,順發,6,34.58
2025-06-08,L267597,其他,已結案,OP-133,待確認,資材,順發,196,84.56
2025-06-04,L269619,A 類,合格,OP-143,,研發,力鋼,181,17.81
2025-07-12,L268173,B 類,待處理,OP-142,,資材,力鋼,228,61.26
2025-07-04,L264629,B 類,不合格,OP-145,,研發,捷欣,75,36.06
2025-07-22,L260313,B 類,已結案,OP-113,,資材,順發,58,75.54
2025-07-12,L267570,其他,不合格,OP-141,已回報,品保,永利,99,22.99
2025-06-12,L262592,C 類,不合格,OP-121,已回報,品保,順發,127,30.43
2025-07-13,L262927,B 類,待處理,OP-123,,營運,順發,198,95.04
2025-07-27,L265113,B 類,合格,OP-145,,營運,大宏,51,94.83
2025-06-10,L261040,B 類,合格,OP-119,已回報,研發,順發,192,38.69
2025-06-12,L265592,C 類,合格,OP-116,已回報,資材,大宏,3,36.14
2025-06-25,L269830,B 類,待處理,OP-103,已回報,製造,捷欣,1,83.57
2025-06-17,L268662,B 類,已結案,OP-132,,製造,力鋼,33,96.96
2025-07-26,L260915,A 類,待處理,OP-125,,製造,順發,33,81.68
2025-06-19,L265150,其他,已結案,OP-135,待確認,製造,力鋼,101,38.4
2025-07-16,L265519,B 類,不合格,OP-127,已回報,研發,大宏,143,93.91
2025-07-12,L261028,B 類,合格,OP-137,待確認,製造,東昇,235,29.46
2025-06-06,L261614,B 類,合格,OP-135,已回報,資材,大宏,47,3.22
2025-06-10,L263975,其他,合格,OP-118,,研發,力鋼,239,61.17
2025-07-15,L269616,A 類,已結案,OP-147,,製造,東昇,20,33.19
2025-06-16,L265498,C 類,待處理,OP-145,,營運,大宏,154,62.21
2025-07-19,L268490,B 類,合格,OP-130,已回報,製造,順發,70,41.83
2025-06-18,L268267,A 類,已結案,OP-142,,研發,東昇,116,7.9
2025-07-24,L266229,其他,待處理,OP-136,,營運,大宏,21,13.45
2025-07-21,L260450,A 類,合格,OP-118,,資材,大宏,159,66.87
2025-06-20,L263639,B 類,待處理,OP-122,已回報,品保,東昇,13,79.06
2025-07-12,L268220,A 類,合格,OP-141,,資材,大宏,219,67.58
2025-07-27,L262325,其他,合格,OP-112,,研發,東昇,15,43.53
2025-07-12,L262419,A 類,已結案,OP-125,,研發,力鋼,49,28.45
2025-07-15,L260842,C 類,不合格,OP-125,已回報,品保,大宏,58,78.84
2025-06-10,L262627,B 類,不合格,OP-142,已回報,品保,大宏,148,55.44
2025-06-28,L261665,A 類,已結案,OP-103,待確認,營運,捷欣,67,36.12
2025-07-03,L264271,C 類,合格,OP-132,,製造,順發,47,61.98
2025-06-08,L267147,C 類,已結案,OP-116,已回報,製造,大宏,21,29.06
2025-07-27,L264024,其他,不合格,OP-106,已回報,製造,力鋼,153,48.36
2025-06-24,L266362,A 類,合格,OP-123,,資材,永利,232,79.23
2025-07-24,L265159,C 類,已結案,OP-115,,研發,捷欣,69,38.35
2025-07-13,L263129,B 類,已結案,OP-116,已回報,研發,永利,59,92.51
2025-06-22,L269472,其他,已結案,OP-143,,資材,力鋼,145,31.19
2025-06-05,L264783,C 類,合格,OP-123,已回報,品保,永利,87,48.64
2025-06-16,L267769,B 類,合格,OP-102,,研發,捷欣,44,47.04
2025-06-26,L261338,A 類,待處理,OP-144,,研發,永利,195,20.28
2025-06-27,L260883,C 類,不合格,OP-117,待確認,製造,力鋼,26,72.84
2025-07-20,L260716,B 類,已結案,OP-143,待確認,製造,永利,4,7.29
2025-07-19,L268360,B 類,不合格,OP-117,已回報,品保,捷欣,143,1.27
2025-06-12,L266448,C 類,合格,OP-144,,資材,東昇,146,1.25
2025-06-26,L269494,B 類,已結案,OP-144,,品保,順發,192,17.53
2025-07-16,L262285,C 類,待處理,OP-141,,研發,東昇,25,20.72
2025-06-24,L263019,B 類,已結案,OP-128,,研發,大宏,156,37.84
2025-06-10,L262810,其他,合格,OP-108,,品保,捷欣,240,7.17
2025-07-15,L261013,其他,不合格,OP-107,已回報,品保,力鋼,194,51.95
2025-07-03,L263889,A 類,不合格,OP-137,,製造,永利,68,0.71
2025-07-13,L262148,C 類,不合格,OP-113,,資材,力鋼,235,21.77
2025-06-07,L264629,其他,已結案,OP-147,待確認,營運,永利,178,7.58
2025-07-17,L265662,其他,待處理,OP-104,,研發,東昇,139,4.04
2025-06-29,L262750,B 類,不合格,OP-126,,研發,力鋼,191,8.74
2025-07-10,L269777,B 類,合格,OP-122,,製造,捷欣,220,71.08
2025-07-04,L267294,B 類,已結案,OP-117,已回報,研發,順發,168,69.45
2025-06-25,L264894,C 類,合格,OP-117,,製造,力鋼,102,20.1
2025-06-22,L261946,B 類,不合格,OP-133,已回報,品保,捷欣,143,68.69
2025-07-23,L265556,其他,已結案,OP-122,待確認,研發,大宏,71,6.33
2025-06-11,L260611,其他,已結案,OP-103,,營運,捷欣,215,6.91
2025-07-01,L263959,其他,合格,OP-125,,資材,大宏,12,38.45
2025-07-21,L265446,其他,已結案,OP-118,,品保,大宏,42,45.48
2025-07-29,L264079,A 類,待處理,OP-138,,製造,永利,183,17.98
2025-07-21,L263583,A 類,待處理,OP-130,,製造,大宏,187,44.24
2025-07-08,L261565,B 類,合格,OP-123,待確認,品保,大宏,78,65.15
2025-06-23,L266237,其他,不合格,OP-112,待確認,品保,順發,161,31.26
2025-07-11,L263093,C 類,合格,OP-142,,研發,順發,169,2.35
2025-07-12,L266974,A 類,不合格,OP-117,已回報,品保,永利,38,89.09
2025-07-27,L263362,A 類,合格,OP-133,已回報,營運,大宏,32,12.53
2025-07-30,L267019,其他,合格,OP-123,,研發,捷欣,104,71.78
2025-07-03,L262239,C 類,合格,OP-130,,製造,捷欣,222,1.28
2025-07-28,L269019,A 類,待處理,OP-142,,研發,力鋼,128,96.64
2025-06-23,L264942,C 類,不合格,OP-124,已回報,品保,力鋼,161,85.67
2025-07-24,L264617,A 類,已結案,OP-115,,營運,捷欣,30,23.9
2025-07-19,L263081,A 類,已結案,OP-116,,製造,力鋼,28,24.37
2025-06-09,L262641,其他,不合格,OP-135,,資材,順發,235,60.82
2025-07-22,L263945,A 類,待處理,OP-109,已回報,品保,大宏,238,39.76
2025-06-04,L263427,其他,待處理,OP-103,待確認,營運,順發,193,90.26
2025-06-30,L261396,C 類,不合格,OP-133,待確認,資材,永利,174,55.41
2025-07-11,L264799,B 類,已結案,OP-139,待確認,研發,順發,233,70.15
2025-07-15,L265224,A 類,不合格,OP-110,已回報,製造,力鋼,220,17.49
2025-07-23,L268647,其他,不合格,OP-111,,資材,永利,172,48.05
2025-06-12,L261751,其他,合格,OP-119,,資材,東昇,45,6.38
2025-06-08,L260615,A 類,合格,OP-129,,研發,力鋼,168,18.32
2025-06-05,L265231,A 類,合格,OP-139,已回報,營運,順發,16,60.71
2025-06-15,L265540,C 類,已結案,OP-138,,營運,東昇,130,61.26
2025-06-16,L266659,A 類,不合格,OP-142,,製造,東昇,208,66.31
2025-06-20,L269764,其他,不合格,OP-140,,研發,永利,50,69.1
2025-07-22,L267081,A 類,不合格,OP-113,,資材,大宏,65,36.1
2025-06-19,L262094,A 類,不合格,OP-148,,資材,順發,68,89.92
2025-07-14,L263098,B 類,待處理,OP-137,,研發,永利,149,73.05
2025-06-24,L269680,B 類,已結案,OP-146,待確認,製造,大宏,61,57.95
2025-07-19,L263785,B 類,合格,OP-125,待確認,營運,捷欣,83,48.6
2025-06-27,L268185,C 類,不合格,OP-116,,品保,力鋼,54,71.55
2025-07-14,L269640,B 類,已結案,OP-140,,研發,捷欣,91,73.46
2025-06-26,L261225,C 類,不合格,OP-148,,資材,捷欣,154,80.22
2025-07-15,L265646,C 類,待處理,OP-115,已回報,品保,東昇,151,97.69
2025-06-20,L268031,其他,待處理,OP-134,,資材,永利,212,29.58
2025-07-14,L266078,A 類,不合格,OP-125,,製造,順發,20,39.97
2025-07-18,L267391,B 類,待處理,OP-119,,資材,大宏,67,15.12
2025-06-09,L269156,其他,合格,OP-116,,資材,永利,159,95.13
2025-07-06,L263323,其他,合格,OP-143,待確認,營運,順發,21,84.79
2025-06-27,L267297,其他,不合格,OP-135,已回報,研發,大宏,70,0.28
2025-07-18,L261528,C 類,已結案,OP-118,,品保,永利,14,9.23
2025-06-21,L268926,C 類,待處理,OP-147,待確認,營運,東昇,38,47.74
2025-07-01,L265544,A 類,待處理,OP-105,待確認,研發,力鋼,165,12.68
2025-07-26,L261834,A 類,待處理,OP-135,,營運,捷欣,71,20.37
2025-06-22,L263168,A 類,待處理,OP-104,已回報,資材,捷欣,184,35.05
2025-07-22,L265426,其他,合格,OP-104,已回報,品保,永利,150,85.42
2025-07-08,L261069,A 類,不合格,OP-123,已回報,資材,力鋼,7,91.16
2025-06-14,L268232,C 類,合格,OP-119,,資材,捷欣,111,91.9
2025-07-08,L262315,B 類,待處理,OP-135,已回報,資材,永利,136,70.57
2025-07-21,L265669,A 類,合格,OP-132,,研發,東昇,99,13.61
2025-07-04,L266638,A 類,不合格,OP-134,,資材,大宏,17,62.02
2025-07-30,L262767,其他,已結案,OP-143,已回報,品保,永利,71,48.62
2025-07-12,L265564,C 類,已結案,OP-145,,研發,捷欣,138,66.49
2025-07-24,L262657,其他,待處理,OP-135,已回報,營運,力鋼,232,83.65
2025-06-20,L261065,B 類,已結案,OP-103,,研發,捷欣,116,79.5
2025-06-13,L266583,B 類,待處理,OP-122,,營運,力鋼,167,31.53
2025-07-27,L262546,C 類,待處理,OP-135,,製造,大宏,212,95.78
2025-07-02,L261689,A 類,已結案,OP-102,待確認,研發,大宏,167,55.63
2025-07-22,L264574,C 類,已結案,OP-101,,品保,力鋼,2,63.53
2025-07-16,L260042,A 類,不合格,OP-125,,營運,捷欣,1,16.15
2025-06-21,L262243,A 類,合格,OP-119,,研發,順發,161,19.63
2025-07-20,L267049,B 類,不合格,OP-127,待確認,研發,順發,233,63.36
2025-06-03,L269626,A 類,不合格,OP-140,,研發,永利,42,73.0
2025-06-22,L269020,其他,已結案,OP-120,,資材,捷欣,33,94.46
2025-07-24,L265057,A 類,合格,OP-106,,製造,大宏,118,88.46
2025-06-26,L260348,A 類,合格,OP-139,待確認,研發,順發,147,38.11
